Age,Handsome,Height,Body Fat%,Crazy on work,Attitude,Wage,Temper,Responsibility,Have a cat,Ma bao,Have a car,Have a house,Have a rich dad,Jai Jai,Label
28,0,172,33,1,0,105584,0,0,0,1,0,0,1,0,0
25,5,174,14,0,0,140251,5,1,1,0,0,1,1,0,1
23,3,187,21,0,0,44868,1,0,1,0,0,0,0,1,0
30,4,190,10,0,1,144994,5,1,0,1,1,1,0,1,1
27,2,182,28,1,0,91705,1,0,1,1,0,1,0,1,0
27,1,181,17,1,0,99681,5,0,1,1,1,1,1,0,0
30,0,176,27,1,0,85068,0,0,0,0,1,1,0,0,0
26,1,187,11,0,0,66301,4,1,1,1,1,0,1,1,0
26,1,187,8,1,1,123680,1,1,1,0,0,0,1,1,1
24,3,181,35,0,0,135496,2,1,0,0,1,0,0,0,1
26,3,186,27,1,0,62838,1,0,1,0,0,0,0,1,0
25,1,177,34,0,0,77326,5,0,1,0,1,0,0,1,0
27,1,187,16,1,1,25383,0,0,0,0,0,0,1,0,0
23,3,177,23,0,1,134969,0,1,1,0,1,0,0,1,1
22,4,184,32,0,1,108633,0,1,0,1,0,0,1,0,0
23,4,185,19,1,1,138297,5,1,1,0,0,1,0,0,1
30,2,164,16,1,1,97132,3,0,1,1,1,0,1,1,0
27,1,175,32,1,1,113889,4,0,1,0,1,0,0,0,1
24,5,161,24,0,0,45154,5,0,0,1,1,0,1,1,0
27,2,180,23,1,1,110184,0,1,0,0,1,0,0,1,1
26,0,160,8,1,0,113395,2,0,0,0,0,0,1,0,0
24,1,187,34,1,0,110038,5,0,0,1,0,0,1,0,0
22,1,186,28,1,1,54013,1,0,0,0,0,0,1,0,0
24,5,174,20,1,0,73207,3,1,1,0,1,0,0,0,0
29,3,174,31,1,1,82378,3,0,1,0,0,1,1,0,0
28,3,176,25,0,1,56700,0,1,0,1,0,1,0,0,0
26,5,174,30,0,1,139210,1,1,0,1,1,1,1,0,1
25,2,179,18,1,1,96438,2,0,1,0,0,0,0,0,0
29,0,166,18,1,0,94027,1,0,1,1,0,0,1,0,0
27,5,187,14,1,1,79084,2,0,0,0,0,1,0,0,0
23,1,190,27,1,1,89766,1,0,0,1,1,0,0,1,0
29,5,163,22,0,0,106049,2,0,0,0,1,0,0,1,0
27,1,170,28,1,0,68088,0,1,0,1,1,1,1,0,0
26,3,171,29,1,0,121511,3,1,0,1,1,1,0,0,0
25,3,169,9,0,0,93827,1,1,0,0,0,1,0,0,0
24,1,169,28,1,0,89114,2,1,1,0,1,1,1,0,0
29,2,185,30,1,1,46486,3,1,1,1,0,1,0,1,0
26,1,164,31,0,0,69869,4,0,1,0,1,0,1,0,0
23,3,170,20,0,0,123330,2,0,0,0,0,0,1,1,0
23,1,168,23,1,0,66979,0,1,0,0,0,0,0,0,0
25,0,174,23,0,1,136060,3,0,1,0,0,1,0,0,1
27,0,164,12,0,1,84251,1,1,1,1,1,1,0,1,0
26,0,160,11,0,1,35002,0,1,0,0,1,0,1,1,0
29,5,173,9,0,0,111227,3,1,1,1,0,0,1,0,0
26,2,179,28,0,1,99482,3,0,1,1,0,0,1,0,0
25,1,169,19,0,1,35677,5,0,0,1,0,1,1,1,0
28,1,164,17,1,1,25878,2,0,1,0,0,0,1,0,0
23,1,175,28,0,1,69599,1,0,0,1,0,1,0,1,0
23,3,179,10,1,1,87096,5,0,0,1,0,1,1,1,0
22,2,161,16,0,0,62698,4,1,0,1,1,0,0,0,0
26,3,164,11,0,0,128591,5,0,0,1,0,1,1,1,0
28,1,164,21,1,0,38071,5,0,1,1,0,0,0,1,0
28,1,172,11,0,1,106746,2,0,1,0,0,0,1,1,0
22,5,169,29,1,0,149063,4,0,0,0,1,0,0,0,0
30,3,171,16,0,1,108556,3,0,1,1,1,1,1,1,0
26,2,183,29,0,0,96680,3,0,0,0,0,0,1,0,0
23,1,171,14,1,0,96510,3,0,1,1,1,0,1,1,0
29,0,160,16,1,1,90416,2,0,0,0,1,0,0,0,0
26,2,166,27,1,0,53452,1,1,1,0,0,1,0,0,0
25,3,169,8,0,0,129444,4,0,0,0,1,0,0,1,0
24,4,186,26,1,1,27630,5,1,0,1,0,1,0,1,0
22,2,174,18,0,0,139816,5,1,0,1,0,1,0,1,1
22,4,186,35,0,1,74910,5,0,1,0,0,0,0,1,1
25,4,172,23,1,0,106385,5,1,0,0,0,1,0,1,1
25,4,179,34,1,1,108833,5,0,1,1,0,0,1,1,0
27,4,167,33,0,1,141506,2,0,0,1,1,1,1,1,0
28,5,188,8,1,0,119335,2,1,1,0,0,1,1,0,0
30,5,176,19,0,1,120985,5,1,0,1,0,0,0,1,1
22,4,187,22,0,1,25848,3,1,0,0,0,0,1,0,1
22,4,168,9,0,1,83878,3,1,1,0,0,0,0,0,1
28,5,175,10,0,1,42544,1,1,1,0,0,0,1,1,0
22,0,172,25,0,1,70340,0,0,0,1,0,1,1,1,0
29,5,188,21,0,0,129400,2,1,0,0,1,0,1,0,0
26,0,180,31,0,0,58545,0,0,0,1,0,1,1,1,0
28,4,173,24,0,1,143434,2,0,0,0,1,1,0,1,1
29,4,173,11,0,0,119843,5,1,0,1,1,0,1,1,0
26,4,169,29,0,1,64849,1,1,0,0,0,1,1,0,1
28,2,160,13,1,0,130843,5,0,1,0,1,1,1,0,1
28,4,161,27,1,1,138169,1,0,0,0,0,1,0,0,1
28,4,186,32,1,0,48804,2,0,0,1,0,1,0,1,0
28,0,188,13,0,1,122798,1,1,1,1,0,1,0,1,0
23,3,169,28,1,0,140162,0,0,0,1,0,1,1,0,0
29,0,190,26,1,1,93896,5,0,1,0,1,1,0,0,1
23,0,183,27,1,1,107154,3,0,1,1,0,0,1,1,0
28,1,164,35,1,0,55434,0,0,1,0,0,0,1,1,0
30,4,172,8,0,0,32391,1,1,1,0,1,1,1,1,0
28,2,182,26,0,0,91313,1,0,1,1,0,0,1,1,0
26,1,189,22,1,1,133577,5,0,0,1,0,1,0,0,1
30,2,190,21,1,1,88463,5,1,1,1,1,1,0,1,1
24,0,170,30,1,0,135622,1,1,0,0,0,0,0,1,1
24,2,173,29,1,0,127843,5,1,1,0,0,0,1,1,1
28,2,165,11,1,1,115405,4,0,1,1,0,0,0,1,0
24,2,181,24,1,0,73202,3,0,1,0,0,0,1,1,0
28,5,171,20,1,1,26075,1,0,1,1,1,1,1,1,0
30,3,168,26,1,0,94324,2,0,1,1,0,0,0,1,0
24,1,170,35,1,1,57476,2,0,0,0,0,1,1,1,0
22,4,179,21,0,1,105940,2,0,1,0,0,0,0,1,0
28,3,168,21,0,1,56668,2,0,0,0,1,0,0,0,0
22,3,173,25,1,1,142323,5,0,1,0,1,1,0,1,1
29,2,162,14,1,1,114991,4,1,1,1,0,1,0,0,1
25,4,177,30,0,0,148713,5,0,0,0,1,0,0,1,1
30,2,165,23,0,1,65557,4,1,0,1,1,1,0,1,0
24,1,171,34,1,0,27865,2,1,1,0,1,1,1,1,0
25,3,173,26,0,1,143868,3,0,1,1,1,1,1,1,0
22,2,177,9,1,0,90925,2,1,1,0,0,1,0,0,0
26,0,181,9,0,1,70758,0,1,1,1,1,0,0,0,0
27,4,172,29,0,1,36446,3,1,1,0,0,1,0,0,1
30,4,175,13,1,0,129767,2,0,1,0,1,0,0,1,0
22,5,184,26,1,0,147806,1,0,1,0,0,1,0,0,0
27,0,175,31,0,0,30308,2,1,0,0,1,1,1,1,0
26,1,166,22,0,1,107256,0,1,1,1,1,0,0,1,0
23,3,182,30,0,1,69227,4,1,1,0,1,1,0,0,1
29,2,182,26,0,1,113608,0,0,1,1,0,0,0,1,0
27,2,186,12,1,1,62318,1,1,1,0,0,1,1,1,1
28,5,176,11,1,1,92083,0,1,1,0,0,1,1,1,1
29,5,165,28,0,0,50413,4,0,0,0,1,1,1,1,0
25,5,173,14,0,0,57302,4,1,1,1,1,0,1,1,0
30,1,173,23,1,0,41149,0,1,1,0,1,0,1,1,0
24,4,167,8,1,0,129349,2,0,0,0,1,0,0,0,0
29,4,162,12,0,0,113320,2,1,1,1,0,1,1,1,0
29,4,171,34,1,0,104195,5,1,1,1,0,0,1,1,0
25,1,183,10,0,0,107086,5,1,0,1,1,0,1,0,0
25,4,164,22,1,1,117599,1,0,1,0,0,0,0,1,0
29,2,169,17,0,0,75932,5,0,0,1,1,1,0,0,0
29,5,179,26,0,0,31554,2,0,1,0,0,0,1,0,0
23,5,169,30,0,0,83850,1,1,0,0,1,1,0,1,0
27,4,167,33,1,1,68280,5,1,1,1,0,1,1,1,1
30,0,160,21,1,1,84916,2,1,0,1,0,0,1,1,0
28,0,185,31,1,1,60517,3,1,1,1,0,0,1,0,0
28,4,180,27,0,0,76170,3,0,1,1,0,0,0,0,0
23,2,164,12,0,1,86097,5,0,1,0,1,1,1,0,1
30,3,179,8,0,1,95474,3,1,1,0,1,1,0,1,1
25,1,176,27,0,0,109839,5,0,0,1,0,1,0,0,0
28,5,168,34,1,1,38486,2,0,0,1,0,0,0,1,0
30,0,176,13,1,1,55891,4,1,0,0,1,1,0,1,1
27,0,182,33,0,0,38810,1,1,1,1,0,1,1,1,0
26,0,160,15,1,0,28412,2,1,0,0,0,1,0,1,0
28,4,182,10,1,1,34925,5,1,1,1,0,0,0,0,0
24,1,165,13,0,0,142807,1,0,1,1,0,0,0,0,0
26,3,167,30,1,1,149368,5,0,1,0,1,0,0,1,1
22,1,180,30,0,1,77842,1,1,1,0,0,0,1,0,1
29,3,164,31,0,0,96727,3,0,0,1,1,0,0,1,0
24,1,184,26,1,1,135489,1,0,1,0,0,0,0,1,1
26,2,174,17,1,1,133538,2,1,1,0,1,0,0,1,1
25,1,186,21,1,0,45738,0,0,1,0,0,1,1,0,0
28,5,163,9,1,0,87627,1,0,1,1,0,1,1,0,0
23,1,163,12,1,1,36424,2,1,1,1,1,1,1,1,0
22,1,167,30,0,0,99785,0,1,0,1,1,0,1,0,0
26,2,183,31,1,1,134345,0,1,0,0,1,1,1,1,1
26,0,174,12,1,0,90271,5,0,1,1,1,1,1,0,0
27,5,162,35,0,0,102693,1,1,0,0,1,1,0,0,0
28,2,185,33,0,1,130443,0,1,1,1,0,0,0,0,1
27,5,183,17,0,1,144827,1,0,1,0,0,1,0,0,1
29,5,167,26,0,1,46356,2,0,0,1,0,0,1,1,0
25,1,189,13,0,1,82510,0,0,0,1,1,1,1,1,0
28,0,187,26,0,0,125448,5,0,0,0,1,1,1,1,0
25,0,168,19,0,0,141843,4,0,0,0,1,1,0,1,0
22,5,169,17,1,0,25472,4,0,0,0,1,0,0,1,0
26,4,160,35,0,1,57849,2,0,1,1,1,1,0,0,0
24,4,177,32,1,1,68349,5,1,1,1,1,1,0,1,1
26,3,184,14,0,1,98905,0,1,0,1,0,1,1,0,0
29,3,184,19,1,0,147894,2,1,0,1,1,0,0,1,0
23,4,178,26,1,0,90215,5,0,1,0,1,1,0,1,0
22,4,185,9,0,0,76186,5,0,0,1,1,0,0,0,0
30,3,174,19,1,0,112780,5,1,0,1,1,0,0,0,0
25,5,174,32,1,0,64145,5,0,1,0,1,1,0,0,0
23,2,171,21,1,1,91036,0,0,1,0,0,0,0,1,0
30,3,174,11,0,0,49617,3,1,1,0,0,0,0,0,0
29,1,170,15,1,1,43694,1,1,1,1,1,0,1,1,0
26,0,186,13,0,0,43998,2,0,1,0,1,0,0,0,0
23,5,170,22,0,1,135680,2,1,1,0,0,0,0,1,1
24,2,164,19,0,1,99025,5,0,0,0,0,1,0,0,1
27,4,163,19,1,1,115967,1,1,0,1,0,0,1,1,0
26,0,174,11,0,1,104496,1,1,0,1,0,1,1,0,0
30,1,163,11,1,0,68569,0,0,1,0,1,0,1,0,0
23,5,160,31,1,1,142942,4,1,0,0,0,0,1,0,1
25,5,174,29,0,1,48434,4,1,1,1,0,0,0,0,0
30,2,185,33,0,0,62842,0,0,0,0,1,0,1,1,0
30,5,172,14,1,0,87315,2,0,1,0,1,0,0,0,0
22,0,176,23,0,1,97465,5,0,1,0,0,1,0,0,1
22,0,175,31,0,1,140887,1,0,1,1,1,1,0,0,0
25,5,185,29,1,1,140491,0,1,1,0,0,1,1,0,1
23,2,167,31,0,1,53096,0,1,1,1,0,0,0,0,0
24,4,183,25,1,0,73529,3,0,1,1,0,0,1,0,0
30,2,160,35,1,0,111912,3,1,0,1,0,1,1,0,0
28,4,169,16,1,1,25994,4,0,1,0,1,1,0,0,0
22,4,162,18,1,0,141079,1,1,0,1,1,1,0,1,0
23,5,169,27,0,1,40933,0,0,0,0,1,0,0,1,0
26,0,181,28,1,1,133031,3,1,0,1,1,0,0,1,1
24,0,162,17,1,0,58442,0,1,1,0,0,1,0,0,0
26,5,160,31,1,1,115527,5,0,1,1,0,1,1,1,0
25,5,171,11,0,1,98318,1,1,1,1,1,0,1,0,0
25,0,189,22,0,0,34127,4,1,1,0,1,0,0,1,0
25,1,182,13,0,1,92627,5,0,1,0,0,0,1,1,1
28,1,178,16,0,0,138435,1,0,1,0,0,0,1,1,0
24,1,170,14,0,0,72957,5,0,1,1,1,1,0,0,0
26,5,173,10,0,1,83809,0,1,0,1,0,0,1,0,0
29,4,189,20,1,1,51758,1,0,0,1,1,0,1,0,0
30,5,174,8,1,1,38186,4,0,1,1,1,0,0,1,0
26,5,177,10,1,0,96032,4,1,0,0,0,0,1,0,0
24,0,184,19,0,1,81500,5,1,1,1,1,0,0,0,1
25,2,187,10,1,0,52700,1,0,0,0,0,1,0,1,0
29,5,189,31,0,0,107174,0,1,0,0,1,0,1,0,0
28,5,177,32,1,0,65346,1,0,1,0,1,0,1,1,0
25,3,182,33,1,1,56903,0,1,1,1,1,1,1,0,0
22,5,168,24,0,1,59855,3,0,0,1,1,1,0,1,0
29,3,173,19,1,0,142067,2,1,0,0,1,1,0,1,1
28,5,167,8,0,0,96495,1,0,1,1,1,0,0,0,0
23,4,165,29,0,1,61204,4,0,0,0,1,1,0,0,0
24,4,186,30,1,0,44782,2,0,1,0,0,0,0,0,0
28,2,182,35,0,0,53712,4,0,0,1,1,0,0,0,0
29,1,180,32,1,1,97640,3,1,0,0,0,1,0,1,1
24,2,161,27,0,1,41113,2,0,0,1,0,0,1,1,0
30,2,173,20,1,0,32002,3,1,1,1,1,0,0,1,0
25,3,166,17,0,1,140061,2,1,1,1,1,0,0,1,1
29,1,172,22,0,1,131323,4,0,0,0,0,1,1,1,1
30,1,181,27,0,1,84831,5,0,1,1,0,1,0,0,0
29,4,171,28,1,1,140528,4,1,0,1,0,1,1,0,1
27,2,161,21,1,0,145049,4,0,0,0,0,1,1,1,0
30,0,164,21,1,0,100309,4,0,0,1,0,1,1,0,0
29,4,160,32,0,0,78840,2,1,1,0,0,1,1,0,0
29,3,165,19,0,0,77176,3,1,1,0,0,0,0,0,0
28,3,188,17,0,0,142248,1,0,1,0,0,0,0,0,0
25,3,180,9,1,0,55358,0,0,1,1,0,0,0,0,0
30,0,161,13,0,1,121340,2,0,0,1,1,1,1,0,0
26,0,163,19,1,0,61334,3,0,0,0,1,0,1,0,0
29,2,167,12,0,0,75869,0,0,1,1,0,1,1,1,0
29,4,166,30,1,0,97002,2,0,1,1,1,1,0,1,0
28,3,179,16,0,1,106694,3,1,1,0,1,1,1,0,1
23,1,162,16,0,0,114370,5,0,1,0,1,0,0,0,0
22,3,185,23,1,1,75780,4,1,1,0,0,1,0,1,1
30,0,181,10,1,0,34516,3,1,1,1,0,1,0,1,0
23,0,172,16,1,1,88672,1,0,0,1,1,0,1,0,0
24,2,172,18,1,0,37053,1,0,0,0,1,0,1,1,0
30,5,183,17,0,1,115048,5,1,0,0,1,1,0,1,1
27,0,176,12,0,0,101342,0,1,1,0,0,1,1,1,0
27,1,187,30,1,0,90609,0,0,0,1,0,1,1,1,0
26,0,174,31,0,0,123347,1,0,1,1,0,1,0,1,0
23,5,168,16,1,1,128660,4,1,0,1,1,1,1,1,1
22,1,169,31,0,0,39801,3,0,0,1,1,0,1,0,0
28,3,172,29,1,1,140846,0,0,0,1,0,1,0,1,0
27,4,171,27,0,1,130055,3,1,1,0,1,0,0,1,1
26,0,185,20,0,0,78042,5,0,1,0,1,0,1,1,0
26,4,173,31,1,1,149869,0,1,1,1,1,0,1,1,1
30,5,160,22,1,0,68885,3,0,0,1,0,0,1,1,0
28,1,166,17,0,1,46755,3,1,0,0,0,1,1,0,1
24,2,180,33,0,0,87224,0,0,1,1,0,1,0,1,0
25,3,163,9,1,0,63159,1,0,1,1,1,0,1,1,0
28,0,169,33,1,0,76092,5,1,1,0,1,0,0,0,0
25,4,189,24,0,0,108951,0,0,0,0,0,1,0,1,0
26,5,178,15,0,1,125317,0,1,0,1,0,1,1,1,0
29,4,164,29,0,1,47586,5,1,0,0,1,1,1,1,1
29,5,167,23,1,1,148755,0,1,1,0,0,0,0,0,1
25,5,174,29,1,1,109403,4,1,1,0,0,0,0,1,1
28,1,169,15,0,0,148890,3,1,1,0,1,1,0,0,1
27,3,171,21,0,0,102614,3,1,1,0,1,0,0,1,0
23,4,186,21,1,0,140224,0,1,1,0,1,1,0,0,1
24,0,184,16,0,0,50855,0,0,1,0,0,1,1,1,0
28,3,162,19,1,0,44654,0,1,1,0,0,1,0,0,0
27,4,174,14,0,1,96818,2,1,0,1,1,0,0,1,0
28,0,186,21,1,0,104375,5,1,1,1,0,0,0,0,0
26,5,190,24,1,0,85910,5,1,1,1,1,1,1,1,0
28,0,164,19,1,0,62072,2,1,0,0,1,1,1,1,0
23,5,187,18,0,0,26842,3,1,1,1,1,0,1,1,0
29,2,173,30,1,1,101883,2,1,1,0,0,0,1,0,1
29,3,173,25,0,1,45427,1,0,0,1,1,0,0,0,0
30,0,182,24,0,1,101201,5,1,0,1,1,0,1,1,1
22,4,170,35,0,0,66655,3,0,0,1,0,0,0,0,0
22,5,174,9,1,1,115904,5,1,1,0,0,0,1,0,1
28,1,166,32,0,0,33043,5,0,0,1,0,1,1,1,0
25,0,190,9,0,1,48298,4,0,0,0,0,1,0,0,0
30,4,169,25,0,1,78775,3,0,0,1,1,0,1,1,0
22,3,184,17,0,0,30508,2,1,0,0,1,0,1,0,0
28,1,180,25,0,0,136494,5,1,0,1,0,0,0,1,1
30,3,163,28,0,1,123450,5,0,1,1,0,1,0,0,0
22,2,182,10,1,1,135199,2,0,1,0,0,0,0,1,1
24,0,160,15,0,1,47278,3,0,0,0,0,0,1,1,0
27,0,187,13,1,1,126408,3,0,0,1,0,0,1,1,0
23,3,163,16,1,0,113611,0,0,1,0,1,1,1,1,0
30,5,162,20,0,0,115952,0,1,0,0,1,0,0,1,0
22,1,179,24,0,1,44311,4,1,1,1,0,0,0,1,0
25,2,178,17,1,0,70859,2,0,0,1,0,0,0,0,0
22,1,181,27,0,0,77766,0,0,1,1,0,1,1,0,0
22,2,160,31,0,0,29783,5,1,1,0,0,0,0,0,0
29,0,190,31,1,1,30866,3,1,1,0,1,1,1,1,1
22,4,185,30,1,0,146976,4,1,1,0,1,1,0,1,1
30,5,161,30,0,0,27101,2,0,0,0,0,1,0,1,0
29,4,181,20,0,0,29693,1,1,1,0,1,1,1,0,0
23,4,190,30,1,1,108092,2,0,0,0,0,0,0,0,0
28,5,179,8,1,1,110154,2,0,1,0,0,1,1,1,0
25,5,177,29,0,1,81137,1,0,1,1,1,0,0,1,0
26,2,167,13,1,1,113892,1,1,0,1,0,1,1,0,0
27,5,166,15,1,0,25610,0,1,1,1,0,0,1,0,0
28,5,178,11,1,1,77927,0,1,0,1,1,1,0,1,0
29,4,183,35,1,0,76429,5,0,0,1,0,1,1,1,0
26,1,179,18,1,0,94740,5,0,1,0,0,0,1,1,0
26,4,173,14,1,1,84260,3,0,0,0,1,0,0,1,0
24,5,188,9,1,0,145144,3,1,1,1,0,1,1,0,0
25,2,187,19,0,1,100223,4,1,1,1,1,1,1,1,1
27,5,177,9,0,0,79462,3,1,1,1,0,1,1,1,0
23,4,185,26,0,0,71057,1,0,0,1,0,0,1,1,0
24,4,160,13,1,1,133443,1,0,1,0,0,1,0,1,1
24,5,184,29,0,1,114200,0,0,1,0,1,0,0,0,0
27,2,175,19,0,0,149243,1,0,1,0,1,1,1,0,0
23,3,183,15,0,0,77743,2,1,0,0,1,1,1,0,0
23,1,173,23,0,0,52168,2,0,1,1,0,1,1,0,0
28,2,170,28,1,1,147399,3,1,1,1,0,0,1,1,1
29,2,187,9,1,0,67749,1,1,0,0,0,0,1,1,0
30,4,175,35,1,1,81968,2,1,1,1,1,0,1,0,0
23,2,163,13,0,0,115574,1,0,0,1,0,1,0,0,0
28,5,178,22,0,1,125945,0,1,1,0,0,1,1,0,1
22,2,183,31,0,0,33482,5,1,1,1,0,1,0,1,0
30,5,178,19,1,0,145342,2,1,1,1,1,1,0,0,0
26,3,160,26,1,1,80800,4,1,1,1,0,1,1,0,0
30,0,176,16,0,0,145641,4,0,0,0,1,1,1,0,0
30,0,171,20,1,0,52781,0,0,0,1,0,1,0,1,0
28,1,184,27,0,0,28156,3,0,1,1,1,1,1,0,0
29,4,168,21,0,0,33881,5,1,0,0,0,0,1,0,0
22,3,178,31,0,0,133958,3,1,1,0,0,1,0,0,1
23,3,178,30,1,1,32042,1,1,0,0,0,1,1,0,0
25,5,163,12,0,0,65744,5,0,0,0,1,1,0,1,0
22,1,175,34,0,0,107956,2,0,0,0,1,1,0,0,0
27,1,171,20,1,1,43373,2,1,1,0,1,1,1,0,0
25,2,170,30,0,1,83746,4,1,0,0,0,1,1,1,1
24,0,185,22,0,0,87577,2,1,1,0,0,1,0,1,0
25,3,177,35,1,0,110295,1,1,1,0,0,1,1,0,0
26,1,172,13,0,1,116538,1,1,1,0,1,1,1,1,1
23,0,184,33,0,1,103596,2,0,1,0,0,1,0,1,0
29,3,180,11,0,0,51017,1,1,1,0,0,1,0,1,0
23,3,166,14,0,1,60151,1,1,1,0,1,0,1,0,1
25,1,182,26,1,0,44362,5,1,1,1,1,0,0,0,0
22,2,167,20,1,1,108337,3,0,0,0,0,1,1,0,1
27,0,161,27,0,1,111750,1,1,0,0,1,0,1,0,1
23,2,186,21,0,0,91139,5,0,0,1,0,1,0,0,0
25,5,184,19,0,0,144184,3,1,1,0,0,0,1,0,1
28,1,179,22,0,1,36312,4,1,0,1,1,1,0,1,0
25,4,180,13,0,0,85439,3,1,0,0,1,1,1,1,0
23,5,166,30,1,0,92449,5,1,1,1,1,0,0,0,0
30,5,171,27,1,1,98314,5,0,1,1,1,0,0,0,0
28,5,165,17,1,0,120440,5,1,0,0,1,1,0,1,1
24,2,181,9,0,1,63460,0,0,0,0,1,0,0,0,0
22,0,160,8,0,1,61735,2,1,0,1,0,0,0,1,0
22,2,164,19,0,0,74809,2,1,1,1,1,0,0,1,0
28,2,189,12,1,1,130773,5,1,1,0,1,1,0,0,1
29,3,177,31,0,1,133375,3,1,0,1,0,0,1,0,1
22,0,186,32,0,0,138410,4,1,0,0,1,0,1,0,1
24,4,161,18,1,1,123747,2,0,0,0,1,0,0,1,0
24,1,165,34,1,1,27191,1,0,1,0,0,0,1,0,0
22,2,160,19,0,0,100275,1,0,1,0,0,0,0,0,0
29,3,186,27,0,0,128567,2,0,1,0,1,0,1,1,0
27,0,176,30,0,1,86249,5,0,1,1,0,1,0,0,0
24,4,178,30,0,1,44366,1,1,0,0,0,0,1,0,0
23,3,160,25,0,0,101447,4,1,0,0,1,0,0,0,1
27,1,185,34,1,0,142089,0,0,0,0,0,1,0,1,0
27,5,175,29,1,0,48520,0,1,1,1,0,0,0,1,0
28,2,169,28,1,0,28863,2,1,1,1,1,0,0,1,0
23,5,167,10,0,0,133417,0,0,1,1,1,1,0,1,0
24,3,176,17,0,1,120780,2,1,1,1,1,1,0,0,0
22,3,170,8,1,0,123129,4,0,1,0,1,1,1,0,0
26,1,183,22,0,1,60591,0,0,0,1,1,0,1,0,0
22,3,182,17,1,0,51306,0,1,1,0,1,0,1,1,0
25,3,179,27,1,1,135199,0,1,0,1,0,0,0,0,1
22,0,160,31,1,0,90130,4,1,1,0,0,0,1,0,0
27,0,172,28,1,1,145250,1,1,1,0,1,1,0,1,1
25,2,160,16,0,1,44714,2,1,0,1,0,1,1,0,0
29,2,172,10,0,0,32531,5,0,1,1,1,0,0,0,0
24,0,163,23,1,0,67639,3,1,0,1,1,1,0,0,0
29,3,173,13,1,1,120046,5,1,0,1,1,0,1,0,1
24,0,187,29,0,0,129796,2,1,0,1,1,1,1,0,0
27,1,166,27,1,0,28589,2,1,0,1,0,1,1,0,0
27,3,182,17,0,0,140209,0,0,1,1,1,1,0,0,0
29,5,161,28,0,0,119454,2,0,0,1,0,1,1,0,0
27,5,169,33,1,1,40834,1,0,1,0,0,0,1,0,0
29,3,186,27,1,1,73536,2,1,0,0,1,0,1,1,1
23,0,169,11,0,0,42841,2,1,1,0,0,0,1,1,0
26,4,169,28,0,0,124828,2,1,0,0,0,0,1,0,0
29,5,190,29,0,1,149405,1,1,1,0,1,1,0,1,1
30,5,162,10,1,1,32280,5,0,0,0,0,0,1,1,0
22,5,169,17,1,1,94949,0,1,0,1,0,1,0,1,0
24,5,171,34,1,0,131114,5,0,1,1,1,1,0,0,0
22,5,179,22,1,1,136466,0,1,1,1,0,0,1,0,1
27,3,186,30,0,1,118371,5,1,1,1,1,0,0,1,1
29,2,164,23,0,0,142429,1,1,1,1,0,1,0,0,0
27,5,170,29,0,0,146587,5,1,0,1,1,0,1,1,1
26,2,178,9,1,1,130353,0,0,0,0,0,1,0,1,1
28,1,172,35,0,0,148319,5,1,0,0,0,1,0,1,1
22,5,162,23,0,1,27823,3,0,1,0,0,0,0,1,0
25,0,160,26,1,0,93078,2,0,1,1,1,1,0,0,0
28,2,186,25,0,0,82652,1,1,0,1,1,1,0,1,0
26,0,162,9,0,0,59765,4,1,1,0,0,0,0,1,0
26,1,167,22,0,1,144497,5,1,0,1,0,0,1,0,1
28,5,174,29,1,0,36193,0,1,0,0,1,0,0,0,0
24,5,176,33,0,0,60680,4,1,0,0,0,1,1,0,0
23,1,187,8,0,0,111786,2,0,0,0,0,0,0,0,0
30,2,189,8,0,0,31263,0,0,1,0,0,1,0,1,0
28,3,175,21,0,0,71386,4,1,0,1,1,1,1,1,0
26,5,168,31,1,1,125872,3,0,1,1,1,1,1,0,0
24,5,186,19,0,0,90283,4,0,1,1,0,0,0,0,0
23,1,160,28,0,0,42673,0,1,1,0,0,1,1,1,0
24,1,162,11,0,1,83733,4,0,1,1,1,0,1,1,0
26,2,188,18,1,1,90905,1,0,1,1,1,1,1,1,0
22,4,172,23,1,1,30218,1,1,0,1,1,0,0,1,0
28,3,177,9,0,1,46908,3,0,0,1,0,0,1,1,0
22,5,170,16,0,0,130246,0,0,1,1,0,0,1,0,0
25,1,174,33,1,1,113208,4,1,1,1,1,1,0,0,1
23,0,171,33,0,0,38068,1,0,0,0,1,0,1,0,0
30,2,187,32,0,0,96413,3,0,0,0,1,0,0,1,0
22,5,177,10,0,1,108772,0,1,0,0,0,0,1,1,1
24,4,163,22,1,1,145212,0,0,1,1,1,0,1,0,0
30,1,164,28,0,1,62491,5,1,0,1,1,1,1,1,1
29,4,176,24,0,1,137570,3,1,1,1,0,1,1,0,1
23,5,183,21,0,0,45280,2,0,1,0,1,1,0,1,0
23,1,168,18,0,0,114387,4,1,0,0,0,0,1,0,1
22,5,186,12,1,1,104896,4,1,0,1,0,0,1,0,1
28,2,173,18,1,0,148729,1,1,0,0,0,0,0,0,1
28,5,184,13,1,1,148233,5,0,0,0,1,0,0,1,1
29,5,173,19,1,0,30714,5,1,0,1,0,0,1,1,0
27,1,186,16,0,1,60444,5,1,1,0,0,0,0,0,1
27,5,163,32,0,0,78888,0,0,1,0,0,1,0,1,0
24,0,189,14,1,0,60438,2,1,1,0,1,1,0,0,0
24,3,178,18,0,1,127154,0,1,1,0,0,0,1,0,1
