,id,q
430,8134,"""It is not a museum,"" he said. ""Perhaps it is just semantics here"
431,8731,"""This is a very interesting study,"" says Kost. ""A population of bacteria"
432,1402,"""There is a theory put forward that a new species of human can only survive because"
433,276,"""First of all, the unborn child has no rights as a human being,"" he"
434,8189,". ""would you have a problem calling a guy marrage a `` civil union ``"
435,2569,"4. ""a prostitute withe aids will kill more people than my ak47 ever"
436,4763,"""There is no god in our world and there never has been. ""As for"
437,2201,"""Climate change,"" he wrote. ""Is global warming a real threat or is it"
438,823,"A pistol-packing , 80-year-old Bronx man was arrested on gun charges"
439,306,"""It is a clear constitutional right to marry,"" he said. ""Problem is that"
440,2071,"1. ""A right to personal autonomy or self-ownership is a neccess"
441,25,"""And the king of Babylon smote them and put them to death at Riblah"
442,46,"""He was shot and killed. ""With a shotgun and his dog , he tried"
443,8362,"4. ""i think slave holder 's asked a similar question to people who believed"
444,787,"4. ""You have a simplistic argument going for pot . I ca n't agree"
445,6411,"""It's a miracle,"" he said. ""A single random mutation can not create"
446,4336,"5. ""What largely prompted this thread happened last Tuesday - 6:30 AM ,"
447,2685,"3. ""A species of Darwin 's finch in the Galapagos has"
448,1726,"""The Bible is clear,"" he said. ""If a state allows gay marriages their"
449,669,"""I don't think so. ""I doubt it . A story on the news"
450,1295,"1. ""Wow ! Can you imagine that ? A study affiliated by the NRLC"
451,2789,"5. ""A study published this month in the journal Pediatrics claimed children do better when"
452,4927,"3. ""Can you please provide a cite in the Constitution that supports the notion that"
453,4765,"""This is a fallacy,"" he said. ""This argument is self-defeating"
454,9493,"""You can't create anything new by creating copies ,"" he said. ""A third"
455,7667,"""I donÂ ’ t believe in evolution because I don’t believe"
456,2274,"""It's a very interesting article,"" he said. ""When you say Â"
457,4074,"""This is a rare case,"" he said. ""This is not a rare one"
458,2641,"By Lou Chibbaro Jr. | Feb 08 , 2010 | Comments 5 A"
459,6080,Â ” The reason for his doubt was the incompleteness and lack of uniform
460,8185,"""I don't think we have any , sorry . Our gun control advocates have surrendered"
461,1411,"1. ""Who knew ... but there is a wikipedia page on this : Anti"
462,5999,"""A woman died. At the hands of a gun-wielding killer ."""
463,6128,"1. ""I think the argument that a woman has the right to determine what is"
464,4504,"5. ""A women by the name of Mary Anne Warren said this"""
465,232,"""I'm shocked and saddened by this tragedy,"" he tweeted. ""ABB prohibits"
466,5655,"""I don't believe we have the ability as humans to define a word : Un"
467,4162,Abiogenesis Young Earth Creationist A person who places faith in the Bible over and
468,3788,"1. ""# 1 - How are we now able to observe evolution , when the evolution"
469,8730,"""To me , abortion is murder,"" she said. ""To you , it may"
470,6224,Pictures of aborted babies ( Warning : Graphic content - do not click on the link
471,8396,"""The Bible is against abortion,"" she said. ""I find that very interesting that"
472,2516,"""It's not perfect,"" he said. ""but at least we are making obvious"
473,7289,"""I don't think that abortion is wrong,"" she said. ""I personally think"
474,469,"""The number is not new,"" he said. ""The figure comes from a 1936"
475,4736,"""Abortion is murder,"" he said. ""Abortion does not fit the definition"
476,1729,"""This is a poor poor analogy . Abortion is dealing with the decision to end another"
477,885,"""Abortion is killing , therefore the choice of : to abort or not abort ?"
478,1935,"""That's amazing,"" she said. ""That is amazing . I find it crazy"
479,9408,"""Abortion is the greatest moral evil of our time . Dr. James Dobson"
480,6230,"""Why do you think abortion is their best choice ?"" she wrote. ""Ab"
481,7292,"""Why do women opt for abortion over adoption ?"""
482,4072,"3. ""Why is this under the abortion section ? You see Prudence Lemok"
483,9511,"1. ""Often abortion supporters convey their message as one of championing the cause of"
484,329,"""Abortion is not about abortion,"" he said. ""Abortion targets a very"
485,2788,"""Abortion is not a moral issue,"" he said. ""Abortion today is"
486,3937,"""This is a child,"" he said. ""What astounds me is that those"
487,3938,"4. ""Most abortions are consentual , no one FORCED them to have"
488,5738,"1. ""Abortions hurt much more than they heal . Not just phsy"
489,6013,"""It's amazing,"" he said. ""while evolution says something crazy like this ...."
490,7976,"""There's also the fact that Conan O'Brien is from Newark, NJ,"""
491,8328,"""What?"" he said. ""When did I say anything about DNA ?"""
492,6200,"Originally Posted by Abram DeWeese Originally Posted by ""If the laws of logic are"
493,7435,"""I think it's a good idea,"" he said. ""The absolute truth is"
494,1987,"""I don't think it's a good idea,"" she said. ""Because it"
495,2518,"""This is a very interesting phenomenon,"" he said. ""This is how abstract concept"
496,7284,"""Fruit is an abstract concept that exists only as a set of criteria within our"
497,4653,"""It's absurd,"" he said. ""You do realize that the rules are supposed"
498,3808,"3. ""Walking-fish : What I 'd like to know is where"
499,258,"3. ""I could say the same about heteros . If I have to accept"
500,6007,"""It's not a new idea,"" he said. ""Creationists recognise it"
501,3652,"""This is the obsession gays have in seeking acceptance for their lifestyles ...."""
502,3650,"""It's not surprising,"" he said. ""It does highlight how criminals have easy"
503,2227,"""The likelihood of being killed by a car accident is greater than that of being required"
504,2836,"""There are a lot of things that can go wrong with a firearm. ""Acc"
505,2200,"""He did it again,"" he said. ""And he accomplished all this human carnage"
506,9316,"1. ""According to Raastee , the scientific method perfectly complies with evolution"
507,4054,"1. ""According to the Old Testament , Sodom and Gammorah were destroyed"
508,5546,"""This is ridiculous,"" she wrote. ""According to your logic , an infant would"
509,790,"""It's not about finding the weapon,"" he said. ""It 's not"
510,6131,"4. ""What price activist judges ?"""
511,6610,"""Evolution is not atheism,"" he said. ""Actually , the word evolution never"
512,8504,"""I don't think its a good idea to trot them around to agencies and"
513,7282,"""Most of the mutations are not beneficial,"" he said. ""Of those that are"
514,4558,"1. ""Here is Hans Fricke 's own story regarding the investigation into"
515,5611,"""He wasnt,"" he said. ""Actually he wasnt or I would n"
516,5880,"""I don't think its a good idea to trot them around to agencies and"
517,105,"""It's not rocket science,"" he said. ""How about you actually prove something"
518,6030,"""There is no solution to this problem,"" he said. ""Actually there is a"
519,5229,"""What are YOU most afraid of ?,"" you ask. ""Actually what are YOU"
520,8156,"""There is a story in every story,"" he said. ""Actually when you read"
521,4479,". "". The problem with science is its arrogance . It 's inability to see that"
522,7080,"""It's not a solution,"" he said. ""Adding guns to crime is like"
523,4734,"""It's a myth that guns are the solution to crime,"" he said. """
524,4762,"""Why on earth would a woman come out now , admit to an abortion she had"
525,9851,"""I would have adopted that baby,"" she said. ""There 's plenty of"
526,3754,"""I'm not sure,"" she said. ""In my state , Advance Directives"
527,6350,"""Gun control advocates will not change their unrealistic ideas when presented the facts . It did"
528,7274,"1. ""You are correct . I did not know that S Africa had abolished the"
529,6351,"""This is a very important finding,"" he said. ""Therefore , it is obvious"
530,4477,"2. ""After a Devastating Birth Injury , Hope By DENISE GRAD"
531,3168,"""Why do n't they do that first ? Instead of after ? After all they"
532,3854,"1. ""You have to get to square one before square 2 . Society needs to"
533,732,"5. ""Again , how does this apply ?"""
534,9769,"""I don't think anybody will argue that owning a gun prevents crime . The reason"
535,24,"""What do you mean?"" he asked. ""Do you mean sexually molesting children"
536,2831,"""Where are the atheist organizations ?"" he asked. ""From another thread : The"
537,5997,"3. ""Again show me something other than an opinion . Describe how the av"
538,1157,"""What are the age ranges of these `` children `` in the news stories ?"""
539,558,"""You must be agnostic now . you see his point-of-view ."
540,1403,"4. ""i am agnostic not atheist , but its close enough for close minded"
541,2269,"1. ""Note the bolded : What do you mean unspecified means by an unknown"
542,4057,"1. ""Ah , you 've engaged in the grammarian nitpick function"
543,4286,"Zachvac replied to the thread. ""and al shots in the ten range"
544,470,". ""... Another problem with the site is that Alan D. Gishlick is"
545,7059,"""This is not an isolated case,"" he said. ""Alex found exactly the same"
546,9137,"FLYNT : They have no direct knowledge that he knew about it , but they"
547,4714,"4. ""All athiesm is , is a lack of theism , period"
548,7265,"""All firearm sales must be through a FFL with a background check . First sale"
549,8501,"""All of this is having a real , verifiable negative impact on society , which"
550,9295,". ""all humans are traced to monkeys from Africa ."""
551,2686,"""I don't know,"" he said. ""Proof ? All I can think to"
552,7278,"1. ""If all life evolved from a common ancestor , then there should be countless"
553,7355,"""There is a lot of confusion about the nature of God,"" he said. """
554,3679,"1. ""Rights of persons . SECTION 1 . All men and women are ,"
555,9230,"""Given the fact that there is no consensus in the scientific community. ""that all"
556,7609,"""The Second Amendment is still alive and well,"" he said. ""Look over the"
557,7965,"3. ""In short , all of materialism/mechanism/physicalism"
558,3615,"""It's a sad state of affairs in Britain today,"" she said. ""All"
559,5721,"""There is no need for creation and evolution,"" he said. ""All of the"
560,9497,"1. ""Ok ..... let 's start with # 1 : All organisms tend"
561,1175,"""I don't get it,"" he said. ""Dude , it 's"
562,6181,"""It's been 150 years since Genesis was written,"" he said. ""And in"
563,9290,"""No , they 're not the same species ,"" he said. ""No ,"
564,8314,"""I don't think it's a big deal,"" he said. ""What I"
565,5707,"""There all types of denominations of the Catholic religion . However , most religions that I"
566,6018,"""We're just trying to help,"" she said. ""All we want is for"
567,4997,"""There are millions of them ?"" he asked. ""but there are n't"
568,4717,"""It's amazing,"" he said. ""All you have to do is look at"
569,1020,"""I have no problem with natural selection or evolution,"" he said. ""all you"
570,5508,"""I am not a sectarian person,"" he said. ""As for the allegation that"
571,8609,"""It is a miracle,"" he said. ""It seems , once again , the"
572,2682,"""I don't think it's a problem,"" he said. ""I think almost"
573,5994,"""They were not prepared to shoot him if he had produced a weapon in self-"
574,6332,"""This is a very serious issue,"" she said. ""Alot of children endure"
575,9140,"""Why would you start a new thread on a topic that has already been addressed only"
576,4043,"""This is a very important issue,"" he said. ""Also , I do n"
577,1406,"""I hope that you believe that you are more than a lump of growing cells,"""
578,8394,"""I think that evolution is very important,"" he said. ""Also , I think"
579,6404,"""I'm not sure what this means,"" he wrote. ""Also , in what"
580,3766,"""I know it sounds crazy,"" he wrote. ""But Oswald did not shoot Kennedy"
581,3761,"""I agree with you,"" he wrote. ""I also ca n't help but"
582,4507,"""There is no requirement in the 2nd amend that a person must be in a"
583,5723,"""I am a pro-life person and so is what you are doing here ."
584,887,"""This is a racist statement . Also unsurprising from the anti-choice/anti"
585,4899,"""It 's easy to come up with scenarios where you think a gun is the"
586,2979,"""It's a dinosaur that eats itself,"" reports the Guardian. ""The bizarre creature"
587,9695,"""I know it sounds like I'm talking about random chemical reactions,"" he said."
588,8441,"1. ""Oh it 's no mistake Montalban . I , unlike you"
589,4210,"""I am with you on the life or death of the mother senario although it"
590,6521,"""I'm shocked,"" he said. ""What amazes me is someone could actually"
591,1716,"1. ""I 've never heard of A Framer is , but that quote"
592,7586,"1. ""Kelvin 's already proposed that the armed population of America has"
593,4056,"""Bigotry assumes many forms , hides behind many facades , but always it"
594,4423,"""It's a shame,"" he said. ""The ugly reality of life in America"
595,4186,"1. ""Ah yes . American perspective = world perspective . Those figures are just for"
596,6879,"""The ammunition was stored in a sealed pack , with severe punishments for the seal being"
597,5829,"3. ""a ) the amount of abortions would be static"""
598,6527,"""I am a pro-life person , but I am also pro-choice ."
599,100,""" ... As for my father ... he is not a Catholic but an atheist so I"
600,4115,"""It's frustrating,"" she said. ""An education would help ."""
601,6267,"10. ""Here 's an essay that I wrote for school this year ( 7"
602,1017,"""It is very important to understand the effects of climate change on a population of animals"
603,2228,". ""an example of mutations is the eyeless cave fish . mutations have never led"
604,4559,"4. ""no surprise that an industry run by criminals keeps the black market well stocked"
605,6587,"1. ""An interesting analysis of that article you keep quoting from the World Net Daily"
606,4066,"1. ""An interesting scenario . Let me reply with an example of my own ."
607,4140,"10. ""The Associated Press reports that Appomattox County court records show a"
608,5877,"5. ""What an unbelievable load of codswallop . Clearly you 've"
609,2898,"""She was wrong,"" he said. ""And , she is being punished . She"
610,3691,"4. ""LOL ! And 'basically ' .. banning firearms ( as often"
611,7276,"5. ""Here is a start : http : //www.talkorigins."
612,1719,"""I was just being honest,"" she said. ""And all I was saying is"
613,7685,"""Thank you very much for your reply. ""And can you please tell me the"
614,9649,"""It's a dangerous situation,"" he said. ""And Canada has laws that make"
615,6585,"""Do n't even go around claiming I was not what I once was . I"
616,17,"""She is a hypocrite,"" he said. ""And dont you get a kick"
617,9719,"""It starts with the father,"" she said. ""And ends with the woman ,"
618,341,( Speaking of the so called Assault Weapons ) Local firearms dealers said they havenÂ �
619,1390,"4. ""The Bible contains many scientific and historic accurate lines in it , see ``"
620,7774,"""That's ridiculous,"" he said. ""And how do you KNOW this creature is"
621,8797,"""How would you know this Archie ? Have you been stopped for speeding and asked to"
622,7758,"""I don't think it's an issue in Switzerland ,"" he said. ""Oh"
623,22,"""The oxygen content is very low,"" he said. ""And I 'd think"
624,302,"""I don't agree with your decision to keep the kid,"" she wrote. """
625,2493,"""I don't know about anyone else , but I highly doubt that God would be"
626,3089,"""I support abortion,"" he said. ""And I support the right to kill unborn"
627,9815,"3. ""... and I was n't disappointed"""
628,4494,"2. ""and if i were on an isalnd i would ask myself how"
629,6615,""" Scalia 's error in Heller was trying to explain the 2nd as a historical"
630,7669,"""If the little beakers are the most successful breeders than we would expect to"
631,2520,"""A woman's life is completely dependent on the availability of the morning after pill,"""
632,9313,"""We were n't competing with chimps ? Oh really ? Does n't ev"
633,4285,"""It's a choice,"" she said. ""And it is much easier to have"
634,9772,"""It is their corruption of the morals and values America once represented that is the cause"
635,473,"""ItÂ ’ s quite obvious that the poster was n't asking if someone"
636,9819,"""That's a good question,"" he said. ""And just as soon as you"
637,1293,"""There is no such thing as an invisible man,"" he said. ""and nobody"
638,1413,"""I don't think so,"" he said. ""You might very well be ac"
639,72,"""It's socialism,"" he said. ""And since when was there a dichotomy"
640,1691,"""It's about justice,"" he said. ""and the conversion of hearts and minds"
641,47,"""It's a ban,"" he said. ""And the only reason the criminals hold"
642,1701,"""There is no control,"" he said. ""and the organism is not equipped to"
643,4027,"""Humans are going downhill genetically,"" said Dr. K. ""We are going"
644,6220,"""It is not government run,"" he said. ""and the system proposed in the"
645,6021,"""There is much more evidence for a young earth and instant creation as well as a"
646,1172,"5. ""The N.A.G.O.W . ( NAG"
647,9467,"""The Nazis had a clear agenda. ""Sure , they were a minority , but"
648,352,"1. ""Here 's an interesting hypothetical situation that I came across recently . It"
649,8315,""" The liberal hysteria about the tea parties and town hall protests , kicked off by the"
650,1728,http : //www.telegraph.co.uk/news/main ... 7
651,731,". ""do you have proof of such a statement ? And what does this have to"
652,7287,"""What fossil records do you have?"" he asked. ""And what fossil records can"
653,6583,"""And what of when you go by some moral standard to determine what is right and"
654,1174,"""So you are an objectivist?"" he asked. ""And what type of object"
655,2048,"""What?"" she asked. ""And where , pray tell are you pulling THIS straw"
656,9167,"""Where does the microevolution feature in that combination ?"" he asks. """
657,9707,"""Yes,"" he said. ""And where is their source ?"""
658,2046,"""You 're in favor of government-run heaithcare , right ? And"
659,5551,"""Yes,"" he said. ""And why is your method superior ?"""
660,1294,"2. ""and why not in a university , people there are considered legal adults ,"
661,6046,"1. ""I have seen this response from several people and have always wondered why some"
662,5995,"""There is no distinction between Â ‘ humanhoodÂ ’ and "
663,5766,"5. "".... either life evolves unoriented to environmental changes ( darwin )"
664,9331,". ""... And you say that national geographic is n't biased towards evolutionism ? R"
665,3850,"""She will be eligible for parole in 2041. ""At the age of 77"
666,1170,"""There was a single event,"" he said. ""If you were trying to use"
667,5438,"""I don't understand,"" he said. ""Does anybody who thinks animals do n"
668,6525,"""This is ridiculous,"" he said. ""The only reason that this was even posted"
669,6961,"5. ""Another lie . The sentence you 've quoted never made any such argument"
670,7093,". ""Another slimy attempt by you to misrepresent my position . Of course eight children"
671,6188,"1. ""My article was about the banning of swords in Australia . Another step in"
672,2067,"""I don't get it. ""Another strawman . Explain to me how new"
673,4141,"5. ""Another thing , why are you righties so ANGRY all the"
674,1022,"""It's a conspiracy theory,"" he wrote. ""Another wild-butt theory from"
675,3259,"""So I think this magical answer for the `` gaps `` in evolution theory deserves a"
676,6,"""There is no answer,"" he said. ""So the answer to your question is"
677,6354,"1. ""My God ! Archy is n't even aware of the centuries of"
678,471,"1. ""I repeat in rebuttal to the ignorant , bigoted and hateful response"
679,2840,"4. ""So I am anti-Christian because I do n't go around posting"
680,7582,""" Cass-sunstein-250x200_300wide_240high Related Articles"
681,7761,"""So letÂ ’ s just say I have a mythical Friend who is an"
682,5898,"1. ""Antonia : If you believe that an analogy among `` extrauterine"
683,3681,"""This is a historic moment,"" he said. ""Any attempt by the United Nations"
684,6406,"""I would like to know if I can get a marriage license from Canada. """
685,6227,"3. ""3 . When considering any given biological feature ( for our purposes typically the"
686,9168,1 Corinthians 11:4-7 Any man who prays or prophesies with something
687,3654,"1. ""Any of these arguments sound familiar ? Dailymotion - Atheist Delusion"
688,7351,"""I don't think you are delsional,"" she replied. ""That '"
689,5653,"""We are not discussing evolution . We are discussing the science classroom . We already teach"
690,7672,"""We are not a museum,"" he said. ""Any similarity to the Natural History"
691,733,"""The sun is a great source of energy,"" he said. ""That is one"
692,6000,"""You're a socialist,"" he said. ""Can you name any nation that has"
693,3806,"""I don't know,"" she said. ""Is there any way to make a"
694,3860,"1. ""I 've new to this site and everything and have spent a lot"
695,6469,"""We have legal alternatives to illegal weapons,"" he said. ""Anyone can acquire arms"
696,6353,". ""as in anyone can purchase a fire arm without a background check or gun safety"
697,6259,"1. ""What would you rather have your politicans talk about : Gay marriage and"
698,554,"3. ""# 3 - Can anyone explain to me why no other apes , monkeys or"
699,7164,"3. ""# 3 - Can anyone explain to me why no other apes , monkeys or"
700,7469,"""Anyone,"" he said. ""Anyone not currently in prison ."""
701,6025,"""It's a constitutional right,"" he said. ""As in anyone who can legally"
702,3675,"""No,"" he said. ""No , anyone who denies one freedom is a sl"
703,3261,"""I believe that homosexuality is a sin,"" he said. ""I maintain that anyone"
704,3887,"""I don't know,"" he said. ""Is there anyone who does n't"
705,3538,"1. ""Pro choicers claim they are for the rights of women . If"
706,4754,"1. ""No . Anyone who sticks to beliefs that a god created the earth just"
707,1689,"5. ""Eat your own words : Anyone who throws a punch must be ready to"
708,825,"4. ""The books of the NT ( GOSPELS ) were agreed on due"
709,8763,"""I am a perfect image of God,"" he wrote. ""Anyway , my perfect"
710,3170,"Sunday , July 26 , 2009 Legal immunity set for swine flu vaccine makers : What"
711,4184,"""There is a difference between humans and apes,"" he said. ""If we try"
712,6564,"2. ""Apparently gay marriage is more threatening than unmarried gay couples are . The point"
713,6511,"""He's dead,"" she said. ""Apparently he used a rifle ."""
714,6089,"1. ""Apparently you 've got one powerful set of rose colored glassed ."
715,1758,"""I would like some help,"" he wrote. ""I would appreciate it if some"
716,2567,"""I see a lot of women who want to have a child , but can't"
717,237,"3. ""April 20 , 1999 : Columbine High School in Colorado, Colorado."
718,2398,"1. ""Archie is NOT right - he has an opinion , as we all"
719,1936,"""If you don't,"" he says. ""Then you have mutations , which are"
720,26,"*. ""* Coal can form quickly when forests and marine creatures are buried rapidly ."
721,3623,"""They are human bodies , but not beings . Beings are alive , corpses aren"
722,6262,95 . Are humans mammals ? We thought they were made in God 's image and
723,9141,"""It's a good example,"" he said. ""Zoos are indeed a good"
724,6523,"""There is only one TRUE GOD in all of Time and Space ,"" he said."
725,7467,"""You're an atheist,"" he said. ""You 're an atheist , are"
726,8442,"There are no half-ape men found in the fossil record ."""
727,7743,"""Are not all people born in this country deserving of life , liberty and the pursuit"
728,3257,"""God is not a liar,"" he said. ""If you reject the literal account"
729,387,"1. ""You dont have to believe rediculous lies to believe that God created"
730,4160,"""It stops us from saying we ara a rational people . I do n't"
731,3626,"""I have an idea,"" he said. ""Are they planning fun fair rides and"
732,2952,"4. ""If abortion is made illegal I predict that you will see across the border"
733,1156,"""Where are the pro choice people ? What is their position on this ? Can they"
734,3863,"4. ""Are you asking for the text book answer on what I know to be"
735,4421,"""I don't know,"" he said. ""Are you refering to Japan or"
736,2645,"4. ""Are you religious ? Yes , no . If yes , what type of"
737,7940,"4. ""What is the problem with reptile to bird lung evolution ? Plausible"
738,253,"""Are you kidding me?"" he said. ""Are you saying you think the Supreme"
739,2566,"""Are you suggesting that belief in a devine being , whether real or not ,"
740,50,"""Mai'ana,"" he said. ""Are you sure about that ? Do"
741,8354,"3. ""OK , are YOU willing to settle for legal recognition of your relationship with"
742,8004,"""You are wrong,"" he wrote. ""Your lamarckian argument against M"
743,77,"1. ""I think the main pro-life argument from the libertarian camp is that"
744,2557,"4. ""You are hot on the trail of the basis of our argument . I"
745,277,"""Yes,"" he said. ""First of all , why are you reffering"
746,1785,"""I am a Christian,"" he said. ""So these arguments I get from the"
747,6513,"""It's not a bad thing,"" she said. ""As a responsible adult ("
748,9855,"""Evil is a relative term,"" he said. ""I think it is only logical"
749,9327,"1. ""You 're using , as an example of a 'developed nation '"
750,5456,"""My daughter had an abortion,"" she wrote. ""As did I . Do n"
751,3210,"""The torygraph is manipulating statistics and talking out of their collective arses ."
752,3888,Originally posted by Tim As far as politicians and gun-control goes what I 'm
753,4760,"""I think it's a good idea to put this person to death,"" said one"
754,3689,"""There is nothing that prevents us from communicating with God,"" he said. ""As"
755,6360,"""It's a good start. ""As for myself , I have serious concerns about"
756,1859,"Monster : As for those who would redesign science to include it well , XXXXXX"
757,3162,"""I don't think this is an issue that should be decided by a judge,"""
758,9653,"""The anti-choicers support this,"" he said. ""Just as I"
759,7149,"""This is a very important issue,"" he said. ""As I said in my"
760,8360,"1. ""As I understand , the Second Amendment was written as a protection against political"
761,4139,"""The Second Amendment was written as a protection against political tyranny ,"" he said. """
762,6552,"Robert Naeye , a writer for Astronomy magazine and an evolutionist , wrote that"
763,8793,"""It's a step in the right direction,"" he said. ""It 's"
764,6405,"""I don't like to see people get tickets,"" he said. ""But it"
765,6040,"""What 's your point ? Of course they will be bound by Heller just as"
766,3408,"""This is not surprising,"" he said. ""As many polls have shown , the"
767,6836,"1. ""Mass . lawmakers delay vote on gay-marriage ban http : //news"
768,6031,"""We are not robots,"" he said. ""As much as we try to ignore"
769,7912,"1. ""We can not guess what they might be . Nevertheless , we can still"
770,8732,"""It is a disease,"" he said. ""Worse , as Plato said ,"
771,822,"""It's silly,"" he said. ""I know it 's almost as silly"
772,3889,"""There is no evidence that this is the case. ""... In fact , as the"
773,9740,"""I think this is a huge mistake on his part. ""As the Christian Right"
774,3286,From http : //www.isometry.com/bush490477.html Transcript
775,8505,"5. ""as they to Have the wrong hands"""
776,5548,"2. ""As well as Chinese nationalist science , there's Marxist Science ( see http"
777,9291,"1. ""here is no up or down in space . I only used clockwise"
778,388,"1. ""Aside from the general gay bias demonstrated by the author , the author attempts"
779,3696,"""I don't know,"" he said. ""tell me this and ask as many"
780,2588,"""I'm disappointed,"" he said. ""I 've asked repeatedly for an example"
781,5612,"3. ""maybe repealing the assault weapons ban wasnt such a good idea do I"
782,5437,"""What if the costs associated with the pregnancy were paid for along with a stipend"
783,2276,Â ’ s plasticity hypothesis assumes that organisms were given a DNA sequence that allowed
784,1450,"""It is an assumption,"" he said. ""It has been observed . I list"
785,1938,"""Quasars are peculiar galaxies,"" Arp said. ""Astronomers have"
786,5828,"""Evolution is the process of evolution so to speak , e.g. from"
787,3342,"""The history of the christian church is very interesting,"" he said. ""At"
788,102,"""The genetic difference between human and his nearest relative , the chimpanzee , is at"
789,2842,"""No,"" he said. ""at least not the kind you chance-worship"
790,9723,"""I'm glad,"" he said. ""at least the court made the correct decision"
791,8794,"1. ""At the current rate of sedimentation . ( Science says the age of"
792,9330,Book ID Classic : The Anthropic Cosmological Principle ( 1987 ) Frank Tipler
793,786,"""This is a very interesting thread,"" he wrote. ""How strange that this thread"
794,7681,"""Life begins at the point of conception ."""
795,7151,"1. ""At the risk of getting flamed : well for starters science does n"
796,9326,"""Is n't this just saying that you can't put your moral beleif"
797,8061,"1. ""The only five possibilities for ultimate meaning and values are : atheism - ("
798,9460,"""Atheism is not a religion,"" he said. ""I will agree that"
799,4871,"""I don't care. ""Atheism has n't ever hurt anybody ."""
800,7881,"5. ""Atheism is a curse !"""
801,389,"""The atheist needs to explain how something can exist thatÂ ’ s not material"
802,9406,"5. ""Sorry atheists , scientists believe that the earth is billions of years old ,"
803,3351,"""What do these things mean and why is there any virtue in them ?"" he"
804,6266,"""I contend that : Atheists have no framework for morality . Morality only comes"
805,1721,"""It is not unusual for armies to decimate their own forces,"" he said."
806,6551,"""Evolution is a fact,"" he said. ""Evolutionists , in an"
807,3688,"""These verses are not religious,"" he said. ""These types of verses are anthrop"
808,4059,"""I do not believe a right to privacy exists,"" he wrote. ""I do"
809,6229,"""They should be paying taxes,"" he said. ""If they 're voting then"
810,4,"""I have two questions,"" he wrote. ""First of all , compare the '"
811,3687,"""I think it's a shame,"" she said. ""seems to me that"
812,9820,"I am pro life !"" ""I am a pro life girl and i will never"
813,5063,"""I don't think God is responsible for GBII election - he has done"
814,8325,"4. ""Total Background checks = 111,582,241 Checks for multiple guns ="
815,6265,http : //www.sciencedaily.com/releases ... 022007
816,5871,"4. ""More bad news for the global warming ideologues ... Some are calling"
817,3571,"3. ""Do you object to this ban for reasons other than `` It 's"
818,7980,"""This is a disgrace,"" she said. ""This is ridiculous and barbaric . This"
819,3574,"""He was barred for presenting hard evidence against the Big Bang . Observable evidence ."
820,4288,"""No,"" he said. ""Based on man 's opinion ."""
821,3996,"1. ""The point should be made that explicit selection for EM seems to necessitate"
822,6675,"4. ""You are basically implying that if pro-lifers would n't oppose"
823,9293,"1. ""Based on threads I 've been reading here , there is a real"
824,6047,"""The geocentric model is not new,"" he said. ""Based on what"
825,1934,"4. ""A ) Basic law 101 : you can be driving by the time you"
826,7684,* The same basic story of a Global Flood is found in hundreds of cultures around the
827,9233,"4. ""basically , something with logical necessity must exist in every reality , including"
828,2279,"""WOOOoooH ! Buy A gun ! Better still buy two !"""
829,6268,"""Gun crime is still the main source of income for some of Britain 's most"
830,2,"""Guns did really good today,"" he said. ""Be sure to give your"
831,9325,"""There is nothing pushing apes , chimps or other primates to fill a niche that"
832,2791,"""It's just stupid,"" he said. ""Because guns are the best method available"
833,1409,"1. ""I 've new to this site and everything and have spent a lot"
834,2895,"""This is a very important part of the process. ""Why is this so important"
835,8108,"""You are wrong,"" he said. ""Because if evolution can not explain all changes"
836,3815,"""It's a shame,"" she said. ""Because it will encourage teens to engage"
837,7150,"""There is no right answer,"" he said. ""Just because people have all sorts"
838,7313,"""I don't care what you think,"" he said. ""You may be right"
839,1419,"""Because they have evolved beyond a desperate paranoia about their fellow countrymen ."""
840,6835,"""They did it,"" he said. ""Because they knew full well that the bulk"
841,325,"""No,"" he said. ""Because they would not be performing homosexual acts any longer"
842,3676,"1. ""... God does not fill the word `` who `` because to most accounts he"
843,6304,"""We need to view humanity as sacred,"" he said. ""Because to not view"
844,7283,"""You are not entitled to anything,"" she said. ""Just because you think you"
845,3864,"""Maybe because your solution is government and their record in that area is abysmal"
846,2158,"""I & # 8217 ; m against gay marriage and have been happily married for"
847,1161,". ""Done been posted on two or three threads here already . You are a smart"
848,5460,"1. ""When doctors declare that no physical cause can be found for a chronic pain"
849,3773,"""The public option is not subsidized,"" he said. ""The private option before the"
850,5350,"""The moths are * dark * in colour and * light * in shape,"""
851,464,"5. ""See Begging the Question"""
852,1759,"Â ""Behemoth has the following attributes according to Job 40:15-24 It"
853,3753,"3. ""Is Sarah Palin being a manly sort when she shoots a wolf from"
854,1723,"1. ""Personhood- being able to think , communicate and feel pain Given this"
855,759,"""I don't think gay lobbyists realize how much moral belief IS the basis for opposing"
856,1983,"10. ""Now onto the mother dieing if giving birth this is juss my"
857,8160,"1. ""Does belief in intelligent design preclude belief in evolution Forgive me for I"
858,3648,"""There is no god,"" he said. ""Belief that memory and free will"
859,4767,"1. ""I 'm an atheist pretty much the same reason you are an atheist"
860,3877,Originally posted by Calligirl I believe fully in the ENTIRE Bible ( unlike some
861,735,"""I believe prochoice people support choice . I do n't know what proabortion"
862,2897,"3. ""Do you believe that a woman should be able to choose if she wants"
863,7357,"""I'm not sure,"" he said. ""Most evolutionists believe that matter and"
